ID	Freq	Item
[2957]	2	克
[2958]	11	馥
[2959]	26	卖
[2960]	2	饧
[2961]	8	罅
[2962]	21	徐
[2963]	5	耆
[2964]	3	燥
[2965]	5	革
[2966]	10	畴
[2967]	6	兆
[2968]	3	坼
[2969]	4	葳
[2970]	8	蕤
[2971]	4	毵
[2972]	29	衡
[2973]	2	檠
[2974]	16	匆
[2975]	6	豁
[2976]	12	康
[2977]	7	秉
[2978]	1	攘
[2979]	2	蠲
[2980]	9	逋
[2981]	6	粮
[2982]	3	冀
[2983]	2	闪
[2984]	31	晖
[2985]	5	埽
[2986]	8	攒
[2987]	12	虏
[2988]	8	屠
[2989]	5	嚼
[2990]	9	焰
[2991]	1	歠
[2992]	1	醨
[2993]	6	谤
[2994]	7	晕
[2995]	13	芒
[2996]	2	砀
[2997]	12	板
[2998]	6	擎
[2999]	15	肩
[3000]	6	啻
[3001]	2	榕
[3002]	9	勒
[3003]	1	脯
[3004]	19	杪
[3005]	9	桓
[3006]	2	阉
[3007]	9	腐
[3008]	8	缁
[3009]	5	喻
[3010]	3	勺
[3011]	4	绢
[3012]	4	蝗
[3013]	2	鹓
[3014]	6	肘
[3015]	14	酿
[3016]	1	邗
[3017]	4	缚
[3018]	1	悯
[3019]	1	崙
[3020]	1	魑
[3021]	1	魅
[3022]	2	褥
[3023]	2	埭
[3024]	4	莆
[3025]	13	腥
[3026]	2	汐
[3027]	3	艭
[3028]	9	耶
[3029]	9	娘
[3030]	5	槽
[3031]	2	胀
[3032]	1	腑
[3033]	2	胃
[3034]	18	茂
[3035]	2	诳
[3036]	7	尹
[3037]	3	赦
[3038]	1	淫
[3039]	20	驻
[3040]	24	孟
[3041]	13	黯
[3042]	9	缟
[3043]	18	跃
[3044]	10	谱
[3045]	6	猷
[3046]	8	鸶
[3047]	3	扈
[3048]	8	航
[3049]	5	豚
[3050]	1	砖
[3051]	6	桔
[3052]	6	槔
[3053]	17	哭
[3054]	3	碌
[3055]	7	梗
[3056]	10	蹇
[3057]	5	裂
[3058]	1	摺
[3059]	5	溢
[3060]	5	霡
[3061]	5	霂
[3062]	2	霶
[3063]	10	熙
[3064]	2	耨
[3065]	3	绽
[3066]	6	惹
[3067]	11	略
[3068]	3	洼
[3069]	5	葺
[3070]	4	绠
[3071]	4	育
[3072]	9	溜
[3073]	2	栝
[3074]	4	皪
[3075]	13	仲
[3076]	2	罶
[3077]	5	芷
[3078]	5	跏
[3079]	1	縻
[3080]	3	翱
[3081]	1	崿
[3082]	13	婆
[3083]	2	斁
[3084]	3	璜
[3085]	23	乞
[3086]	8	蟹
[3087]	1	阱
[3088]	2	玖
[3089]	17	埋
[3090]	15	柰
[3091]	12	鳌
[3092]	2	隃
[3093]	2	硬
[3094]	6	喉
[3095]	20	菲
[3096]	3	刬
[3097]	2	埒
[3098]	6	蕴
[3099]	4	蹋
[3100]	6	榛
[3101]	3	屹
[3102]	6	帻
[3103]	2	恧
[3104]	19	凡
[3105]	3	蟆
[3106]	3	蚀
[3107]	2	磔
[3108]	4	邓
[3109]	2	蓊
[3110]	4	葡
[3111]	6	萄
[3112]	10	愈
[3113]	2	毳
[3114]	5	墅
[3115]	4	考
[3116]	3	魃
[3117]	2	虐
[3118]	8	格
[3119]	1	靳
[3120]	12	筵
[3121]	3	穆
[3122]	8	骢
[3123]	9	廓
[3124]	7	捕
[3125]	3	侮
[3126]	1	�
[3127]	1	��
[3128]	1	沩
[3129]	5	控
[3130]	1	箛
[3131]	12	毕
[3132]	5	谒
[3133]	6	捷
[3134]	25	裁
[3135]	4	蹶
[3136]	10	崔
[3137]	9	嵬
[3138]	11	滞
[3139]	9	抚
[3140]	2	躬
[3141]	13	榴
[3142]	5	擅
[3143]	8	筱
[3144]	7	坏
[3145]	7	坳
[3146]	13	蜡
[3147]	3	腮
[3148]	1	刳
[3149]	4	嫦
[3150]	15	惨
[3151]	2	姨
[3152]	16	沿
[3153]	11	凛
[3154]	8	胭
[3155]	14	脂
[3156]	6	蕨
[3157]	1	镵
[3158]	2	晡
[3159]	7	缩
[3160]	1	聆
[3161]	3	饿
[3162]	2	嘤
[3163]	2	禊
[3164]	1	湓
[3165]	2	荦
[3166]	4	确
[3167]	1	哆
[3168]	2	惑
[3169]	1	洑
[3170]	11	耸
[3171]	5	蓦
[3172]	19	黛
[3173]	5	翎
[3174]	3	蜗
[3175]	10	蹑
[3176]	2	嶒
[3177]	20	则
[3178]	5	寰
[3179]	1	羚
[3180]	17	滨
[3181]	4	邹
[3182]	1	楩
[3183]	3	麾
[3184]	4	准
[3185]	1	鄜
[3186]	14	役
[3187]	1	蕞
[3188]	2	岿
[3189]	13	厨
[3190]	7	尸
[3191]	5	蓄
[3192]	1	叆
[3193]	20	碍
[3194]	5	油
[3195]	1	缜
[3196]	13	箨
[3197]	2	轺
[3198]	5	舷
[3199]	2	醑
[3200]	1	璩
[3201]	10	垒
[3202]	5	港
[3203]	1	��
[3204]	1	��
[3205]	2	谟
[3206]	4	祺
[3207]	4	芋
[3208]	4	齑
[3209]	24	丰
[3210]	10	剥
[3211]	21	皋
[3212]	2	��
[3213]	1	��
[3214]	2	睫
[3215]	14	牙
[3216]	1	牌
[3217]	1	橼
[3218]	1	匾
[3219]	10	豆
[3220]	4	恢
[3221]	5	臼
[3222]	6	凶
[3223]	4	瑰
[3224]	2	螳
[3225]	2	螂
[3226]	2	��
[3227]	5	猛
[3228]	1	鸷
[3229]	3	搏
[3230]	3	噬
[3231]	1	穮
[3232]	1	蓘
[3233]	10	顿
[3234]	3	冽
[3235]	7	妓
[3236]	2	驩
[3237]	6	兜
[3238]	3	阪
[3239]	8	溯
[3240]	10	槁
[3241]	3	旆
[3242]	5	匏
[3243]	7	驹
[3244]	3	驺
[3245]	17	俄
[3246]	1	璘
[3247]	1	玢
[3248]	6	瞰
[3249]	7	鸢
[3250]	1	诤
[3251]	14	麈
[3252]	12	憎
[3253]	8	包
[3254]	10	遁
[3255]	6	闷
[3256]	1	贽
[3257]	4	庖
[3258]	4	釜
[3259]	4	脍
[3260]	5	膺
[3261]	4	煎
[3262]	3	禖
[3263]	3	柿
[3264]	3	绩
[3265]	2	绸
[3266]	4	算
[3267]	2	殇
[3268]	11	筹
[3269]	16	委
[3270]	2	蘖
[3271]	10	股
[3272]	1	肱
[3273]	8	淇
[3274]	5	澳
[3275]	9	犁
[3276]	14	禾
[3277]	6	爨
[3278]	8	幢
[3279]	10	髯
[3280]	4	馔
[3281]	13	览
[3282]	1	厖
[3283]	4	琢
[3284]	18	蓝
[3285]	7	陨
[3286]	6	粼
[3287]	1	娲
[3288]	5	搜
[3289]	8	呈
[3290]	1	雍
[3291]	4	描
[3292]	8	陀
[3293]	1	伧
[3294]	9	枰
[3295]	5	掀
[3296]	17	扰
[3297]	9	玑
[3298]	14	典
[3299]	5	赎
[3300]	7	靡
[3301]	4	脐
[3302]	5	肆
[3303]	2	姹
[3304]	5	掉
[3305]	7	鹢
[3306]	4	搰
[3307]	13	杉
[3308]	3	轰
[3309]	17	阅
[3310]	1	枒
[3311]	11	�
[3312]	2	��
[3313]	1	��
[3314]	1	嗉
[3315]	1	瞢
[3316]	6	亏
[3317]	4	抬
[3318]	4	璿
[3319]	6	誉
[3320]	1	芣
[3321]	3	苡
[3322]	16	舌
[3323]	1	抉
[3324]	4	鹏
[3325]	2	莳
[3326]	4	俞
[3327]	12	撩
[3328]	14	卉
[3329]	9	契
[3330]	4	蚊
[3331]	7	蝇
[3332]	2	跂
[3333]	1	隩
[3334]	1	骝
[3335]	5	闰
[3336]	9	閟
[3337]	1	膈
[3338]	2	皴
[3339]	4	轲
[3340]	7	酩
[3341]	5	酊
[3342]	9	蛰
[3343]	3	享
[3344]	10	冶
[3345]	7	苞
[3346]	1	拌
[3347]	1	酋
[3348]	5	夙
[3349]	6	珂
[3350]	4	祷
[3351]	5	阍
[3352]	1	蓓
[3353]	3	蕾
[3354]	3	绘
[3355]	3	骥
[3356]	5	眩
[3357]	3	荠
[3358]	1	券
[3359]	10	柄
[3360]	3	聒
[3361]	3	墦
[3362]	1	䲭
[3363]	4	钻
[3364]	4	鳖
[3365]	1	龚
[3366]	13	选
[3367]	2	笊
[3368]	1	簸
[3369]	7	箕
[3370]	4	皤
[3371]	4	搅
[3372]	5	茵
[3373]	5	稷
[3374]	10	涕
[3375]	5	縠
[3376]	1	鼷
[3377]	1	颛
[3378]	8	勾
[3379]	1	�
[3380]	1	��
[3381]	1	��
[3382]	1	��
[3383]	3	�
[3384]	3	�

[3385]	2	嘈
[3386]	7	匪
[3387]	8	辄
[3388]	6	慨
[3389]	5	氤
[3390]	7	氲
[3391]	10	嗜
[3392]	4	腕
[3393]	9	呜
[3394]	3	萃
[3395]	2	椹
[3396]	6	债
[3397]	6	蜃
[3398]	8	漂
[3399]	6	逝
[3400]	1	筌
[3401]	5	帛
[3402]	6	灼
[3403]	5	姚
[3404]	1	玻
[3405]	3	璃
[3406]	4	淹
[3407]	4	罟
[3408]	2	虱
[3409]	1	褚
[3410]	7	莼
[3411]	9	鲈
[3412]	6	遵
[3413]	4	彝
[3414]	8	伦
[3415]	4	叙
[3416]	5	啁
[3417]	4	啾
[3418]	9	暴
[3419]	5	擢
[3420]	1	洿
[3421]	7	跻
[3422]	6	突
[3423]	2	潋
[3424]	1	毰
[3425]	1	毸
[3426]	7	盏
[3427]	9	烹
[3428]	2	坌
[3429]	3	嗷
[3430]	11	髻
[3431]	6	柁
[3432]	2	甑
[3433]	1	糕
[3434]	3	卤
[3435]	2	簧
[3436]	4	杲
[3437]	5	涩
[3438]	10	毒
[3439]	2	寅
[3440]	5	奎
[3441]	14	据
[3442]	4	斝
[3443]	9	渍
[3444]	2	垢
[3445]	1	灏
[3446]	2	潢
[3447]	6	葬
[3448]	3	湄
[3449]	1	蔗
[3450]	7	谊
[3451]	18	虑
[3452]	7	撚
[3453]	2	嚏
[3454]	5	淋
[3455]	6	漓
[3456]	4	恬
[3457]	2	獭
[3458]	6	序
[3459]	4	汩
[3460]	5	袜
[3461]	3	掘
[3462]	1	畜
[3463]	5	疋
[3464]	1	掾
[3465]	8	舄
[3466]	4	簿
[3467]	1	箑
[3468]	2	翥
[3469]	3	旖
[3470]	3	旎
[3471]	5	绾
[3472]	8	坑
[3473]	2	挨
[3474]	8	贯
[3475]	3	晞
[3476]	3	篝
[3477]	4	缤
[3478]	14	秘
[3479]	1	觐
[3480]	3	牝
[3481]	2	枇
[3482]	2	杷
[3483]	2	猕
[3484]	4	猴
[3485]	2	淄
[3486]	1	獠
[3487]	2	咍
[3488]	1	㘆
[3489]	6	铅
[3490]	1	伛
[3491]	2	偻
[3492]	2	脾
[3493]	5	阜
[3494]	3	鄱
[3495]	1	筏
[3496]	1	蛴
[3497]	2	螬
[3498]	4	炙
[3499]	4	沁
[3500]	2	圈
[3501]	8	娃
[3502]	4	譬
[3503]	1	稂
[3504]	10	斟
[3505]	3	隼
[3506]	1	哽
[3507]	1	噎
[3508]	4	抑
[3509]	3	谬
[3510]	5	嵯
[3511]	6	踞
[3512]	1	铉
[3513]	5	敝
[3514]	2	汹
[3515]	7	害
[3516]	2	掠
[3517]	1	��
[3518]	7	靖
[3519]	1	馎
[3520]	1	饦
[3521]	1	芼
[3522]	5	葱
[3523]	2	豗
[3524]	2	瀹
[3525]	1	渑
[3526]	9	檀
[3527]	5	绰
[3528]	1	殓
[3529]	1	髡
[3530]	5	颦
[3531]	1	恙
[3532]	8	沦
[3533]	4	查
[3534]	2	犍
[3535]	2	帅
[3536]	2	崄
[3537]	1	帜
[3538]	6	筼
[3539]	6	筜
[3540]	2	暧
[3541]	13	怡
[3542]	4	溽
[3543]	3	僣
[3544]	2	啅
[3545]	4	瞥
[3546]	5	迈
[3547]	3	艑
[3548]	3	慇
[3549]	1	嘱
[3550]	1	槠
[3551]	9	谅
[3552]	4	鹫
[3553]	11	律
[3554]	13	匡
[3555]	9	葭
[3556]	1	菼
[3557]	1	阃
[3558]	4	嵌
[3559]	2	邳
[3560]	1	籞
[3561]	2	瘠
[3562]	13	减
[3563]	4	庚
[3564]	3	薤
[3565]	2	铢
[3566]	2	箓
[3567]	5	朴
[3568]	2	镕
[3569]	4	电
[3570]	5	霆
[3571]	2	塑
[3572]	3	骓
[3573]	1	枻
[3574]	1	阚
[3575]	4	馈
[3576]	2	穟
[3577]	1	遰
[3578]	1	绊
[3579]	4	填
[3580]	2	铿
[3581]	2	靠
[3582]	3	呶
[3583]	6	剡
[3584]	10	蒂
[3585]	1	飓
[3586]	2	捺
[3587]	1	蹀
[3588]	1	躞
[3589]	2	侔
[3590]	3	嫔
[3591]	3	协
[3592]	13	兮
[3593]	1	胤
[3594]	3	坊
[3595]	2	沛
[3596]	6	碣
[3597]	1	驸
[3598]	1	昉
[3599]	2	骆
[3600]	6	玲
[3601]	7	珑
[3602]	7	荧
[3603]	5	啧
[3604]	1	斐
[3605]	3	猪
[3606]	3	稿
[3607]	1	醋
[3608]	11	函
[3609]	4	邈
[3610]	3	倡
[3611]	8	豹
[3612]	6	溉
[3613]	3	硙
[3614]	4	枣
[3615]	1	崟
[3616]	6	峒
[3617]	1	讪
[3618]	13	梯
[3619]	6	盐
[3620]	1	訾
[3621]	12	衲
[3622]	3	普
[3623]	11	徵
[3624]	4	酝
[3625]	1	鲂
[3626]	2	钲
[3627]	1	锥
[3628]	2	旻
[3629]	3	眄
[3630]	1	睐
[3631]	7	纪
[3632]	1	槚
[3633]	1	杗
[3634]	5	哦
[3635]	7	侠
[3636]	3	觑
[3637]	1	婴
[3638]	13	笺
[3639]	9	鬣
[3640]	4	舸
[3641]	2	揣
[3642]	15	咄
[3643]	5	撷
[3644]	1	翕
[3645]	2	呷
[3646]	2	诰
[3647]	5	配
[3648]	5	惚
[3649]	3	晤
[3650]	1	柂
[3651]	1	鬲
[3652]	2	葶
[3653]	2	苈
[3654]	3	抄
[3655]	1	蝘
[3656]	6	蜓
[3657]	4	嘲
[3658]	4	亹
[3659]	9	峦
[3660]	1	憺
[3661]	2	霾
[3662]	5	咸
[3663]	7	搔
[3664]	1	缧
[3665]	3	绁
[3666]	1	擂
[3667]	4	罂
[3668]	2	斥
[3669]	6	援
[3670]	1	槲
[3671]	3	耦
[3672]	4	亮
[3673]	5	狡
[3674]	1	罛
[3675]	1	曩
[3676]	3	萌
[3677]	8	兢
[3678]	5	胫
[3679]	9	褐
[3680]	4	韭
[3681]	2	箱
[3682]	7	韬
[3683]	9	妖
[3684]	6	藩
[3685]	1	桕
[3686]	2	贲
[3687]	4	骂
[3688]	1	琥
[3689]	2	珀
[3690]	4	偷
[3691]	1	糵
[3692]	2	哢
[3693]	2	陔
[3694]	4	这
[3695]	3	闼
[3696]	1	磻
[3697]	1	灸
[3698]	5	椽
[3699]	4	荅
[3700]	5	黎
[3701]	3	颁
[3702]	3	熏
[3703]	1	熄
[3704]	2	讹
[3705]	2	傩
[3706]	2	圯
[3707]	2	挠
[3708]	3	厕
[3709]	1	箦
[3710]	7	艰
[3711]	2	蓂
[3712]	1	坱
[3713]	1	圠
[3714]	2	鸬
[3715]	2	鹚
[3716]	4	杓
[3717]	7	鹦
[3718]	6	鹉
[3719]	4	㶉
[3720]	6	�
[3721]	1	��
[3722]	7	庞
[3723]	7	峤
[3724]	3	箴
[3725]	11	邑
[3726]	3	剂
[3727]	1	汞
[3728]	1	秕
[3729]	1	糠
[3730]	2	责
[3731]	2	坝
[3732]	3	演
[3733]	7	戢
[3734]	8	峻
[3735]	2	驮
[3736]	1	裲
[3737]	2	裆
[3738]	1	裀
[3739]	1	飨
[3740]	1	炒
[3741]	2	猺
[3742]	8	弩
[3743]	1	爬
[3744]	1	镬
[3745]	1	镪
[3746]	2	缗
[3747]	1	鲩
[3748]	1	鲦
[3749]	1	鲿
[3750]	1	荤
[3751]	2	贶
[3752]	2	企
[3753]	2	篑
[3754]	1	崒
[3755]	1	嵂
[3756]	1	槃
[3757]	6	岱
[3758]	2	幰
[3759]	9	飔
[3760]	5	鞅
[3761]	1	霙
[3762]	5	鲙
[3763]	1	哳
[3764]	1	迦
[3765]	3	潸
[3766]	4	镂
[3767]	1	蘤
[3768]	1	莛
[3769]	5	吁
[3770]	5	仓
[3771]	2	骞
[3772]	2	姒
[3773]	13	蒿
[3774]	4	镰
[3775]	11	澜
[3776]	4	铃
[3777]	2	咒
[3778]	3	偈
[3779]	5	蛛
[3780]	5	沃
[3781]	1	椰
[3782]	2	僭
[3783]	2	絷
[3784]	1	薝
[3785]	1	艎
[3786]	2	荼
[3787]	3	珉
[3788]	7	撞
[3789]	2	厅
[3790]	1	溱
[3791]	9	仆
[3792]	4	僵
[3793]	1	镞
[3794]	2	隍
[3795]	9	测
[3796]	7	萸
[3797]	2	姝
[3798]	1	纩
[3799]	3	怏
[3800]	2	辚
[3801]	1	逡
[3802]	5	邱
[3803]	6	桧
[3804]	3	鸱
[3805]	2	翾
[3806]	10	饵
[3807]	9	缈
[3808]	8	缥
[3809]	2	琤
[3810]	11	幅
[3811]	1	町
[3812]	1	悖
[3813]	11	弯
[3814]	2	袈
[3815]	2	裟
[3816]	7	苕
[3817]	2	冕
[3818]	6	卒
[3819]	6	茱
[3820]	3	沜
[3821]	4	衬
[3822]	2	揭
[3823]	2	仿
[3824]	2	缶
[3825]	3	菟
[3826]	1	橙
[3827]	4	箸
[3828]	1	栴
[3829]	2	騕
[3830]	2	瓷
[3831]	2	侑
[3832]	1	鞞
[3833]	1	摊
[3834]	3	秪
[3835]	1	晷
[3836]	11	祭
[3837]	3	飧
[3838]	2	菘
[3839]	1	汜
[3840]	7	窃
[3841]	7	氛
[3842]	2	奄
[3843]	2	娄
[3844]	2	揠
[3845]	3	栈
[3846]	3	沓
[3847]	2	镊
[3848]	1	舳
[3849]	1	舻
[3850]	3	潦
[3851]	2	潏
[3852]	7	醺
[3853]	1	饾
[3854]	2	饤
[3855]	1	鮀
[3856]	4	曝
[3857]	4	蹲
[3858]	1	琨
[3859]	2	菁
[3860]	5	栾
[3861]	5	糟
[3862]	4	呆
[3863]	1	彴
[3864]	5	抵
[3865]	1	陡
[3866]	5	弈
[3867]	2	钝
[3868]	3	�
[3869]	1	��
[3870]	5	虾
[3871]	2	嶰
[3872]	2	儋
[3873]	2	摸
[3874]	2	艺
[3875]	4	卯
[3876]	3	璎
[3877]	1	珞
[3878]	4	税
[3879]	2	缉
[3880]	3	楠
[3881]	3	砾
[3882]	2	觱
[3883]	1	篥
[3884]	6	惬
[3885]	4	幄
[3886]	3	黔
[3887]	5	泾
[3888]	3	稔
[3889]	4	泗
[3890]	7	率
[3891]	1	樗
[3892]	2	伪
[3893]	5	沆
[3894]	4	瀣
[3895]	4	愔
[3896]	2	荄
[3897]	2	潆
[3898]	3	洄
[3899]	2	胁
[3900]	2	缫
[3901]	6	申
[3902]	4	蹴
[3903]	3	袒
[3904]	1	裼
[3905]	1	呱
[3906]	2	柘
[3907]	2	挼
[3908]	1	玛
[3909]	1	瑙
[3910]	2	觥
[3911]	1	瑳
[3912]	3	槊
[3913]	2	萁
[3914]	4	淳
[3915]	3	伎
[3916]	2	俩
[3917]	2	纲
[3918]	6	刃
[3919]	10	锋
[3920]	1	羜
[3921]	5	崆
[3922]	5	芸
[3923]	3	掖
[3924]	6	敕
[3925]	2	辕
[3926]	2	颙
[3927]	4	驶
[3928]	2	厢
[3929]	4	厘
[3930]	3	挲
[3931]	7	瞑
[3932]	4	泼
[3933]	1	甓
[3934]	3	舰
[3935]	4	瓯
[3936]	4	垆
[3937]	3	裔
[3938]	1	膻
[3939]	3	蹈
[3940]	1	轨
[3941]	1	窾
[3942]	2	雎
[3943]	1	洙
[3944]	1	廨
[3945]	2	核
[3946]	1	莩
[3947]	1	讳
[3948]	1	忏
[3949]	1	矞
[3950]	4	痒
[3951]	1	揩
[3952]	1	擦
[3953]	3	疥
[3954]	1	癞
[3955]	3	慷
[3956]	4	嵚
[3957]	4	坂
[3958]	6	矗
[3959]	2	偿
[3960]	3	蔟
[3961]	1	箐
[3962]	1	鬻
[3963]	6	仄
[3964]	1	絓
[3965]	4	聪
[3966]	2	扼
[3967]	1	惛
[3968]	1	璁
[3969]	3	什
[3970]	2	晼
[3971]	2	鲭
[3972]	1	缴
[3973]	6	构
[3974]	1	溷
[3975]	2	罨
[3976]	1	铎
[3977]	1	黐
[3978]	1	�
[3979]	1	��
[3980]	1	��
[3981]	1	璚
[3982]	3	熊
[3983]	2	组
[3984]	5	翟
[3985]	1	徭
[3986]	8	滔
[3987]	4	渟
[3988]	4	呻
[3989]	6	务
[3990]	5	瞿
[3991]	2	柞
[3992]	3	矾
[3993]	1	眢
[3994]	3	镝
[3995]	11	栋
[3996]	1	��
[3997]	1	��
[3998]	2	啮
[3999]	1	秤
[4000]	1	丕
[4001]	2	艘
[4002]	1	珥
[4003]	1	荗
[4004]	2	覃
[4005]	5	幔
[4006]	2	佞
[4007]	3	谀
[4008]	2	窣
[4009]	2	湩
[4010]	2	酹
[4011]	2	谄
[4012]	5	穗
[4013]	1	埴
[4014]	2	��
[4015]	1	��
[4016]	4	浚
[4017]	2	䌷
[4018]	1	菉
[4019]	1	葹
[4020]	1	佪
[4021]	5	蹊
[4022]	3	魁
[4023]	3	椎
[4024]	2	副
[4025]	2	瀰
[4026]	1	挍
[4027]	6	汪
[4028]	1	粳
[4029]	2	译
[4030]	5	蜻
[4031]	1	遒
[4032]	7	髣
[4033]	7	髴
[4034]	1	禋
[4035]	1	屼
[4036]	2	徼
[4037]	1	奂
[4038]	2	钜
[4039]	3	湫
[4040]	1	婺
[4041]	2	浏
[4042]	4	匝
[4043]	1	赧
[4044]	1	愆
[4045]	1	嘴
[4046]	6	衮
[4047]	1	钥
[4048]	1	式
[4049]	7	滚
[4050]	2	喙
[4051]	1	愕
[4052]	1	怖
[4053]	3	鼙
[4054]	1	�
[4055]	1	��
[4056]	1	��
[4057]	1	搭
[4058]	6	闱
[4059]	1	雯
[4060]	1	��
[4061]	1	蝮
[4062]	4	砥
[4063]	10	淙
[4064]	7	叫
[4065]	2	畸
[4066]	1	隧
[4067]	1	哇
[4068]	3	熳
[4069]	1	枷
[4070]	1	耒
[4071]	1	耜
[4072]	2	敦
[4073]	3	卦
[4074]	2	姤
[4075]	1	媛
[4076]	2	鄙
[4077]	1	蠖
[4078]	1	蚱
[4079]	1	蜢
[4080]	1	狌
[4081]	1	�
[4082]	1	��
[4083]	1	��
[4084]	1	嚬
[4085]	1	徜
[4086]	1	徉
[4087]	4	罩
[4088]	1	猾
[4089]	3	彊
[4090]	2	沮
[4091]	5	亚
[4092]	5	粪
[4093]	1	诫
[4094]	5	秾
[4095]	1	藋
[4096]	2	薙
[4097]	4	缅
[4098]	1	统
[4099]	2	撮
[4100]	1	杭
[4101]	2	涪
[4102]	3	裈
[4103]	1	尿
[4104]	1	绂
[4105]	3	鲍
[4106]	2	毙
[4107]	2	锐
[4108]	2	钺
[4109]	4	弧
[4110]	6	蒹
[4111]	2	俭
[4112]	1	崧
[4113]	1	沪
[4114]	2	渎
[4115]	5	碛
[4116]	1	茝
[4117]	1	讽
[4118]	3	谏
[4119]	1	昒
[4120]	4	溺
[4121]	1	逮
[4122]	2	饕
[4123]	3	皛
[4124]	1	䅉
[4125]	4	粽
[4126]	6	昂
[4127]	1	怿
[4128]	3	谭
[4129]	2	茜
[4130]	7	钿
[4131]	4	谐
[4132]	1	吭
[4133]	1	蚯
[4134]	3	䍠
[4135]	3	樛
[4136]	2	吝
[4137]	1	潍
[4138]	1	笄
[4139]	1	穫
[4140]	1	殳
[4141]	1	桹
[4142]	2	髫
[4143]	6	暾
[4144]	1	鵻
[4145]	4	槟
[4146]	4	跹
[4147]	5	罾
[4148]	1	崚
[4149]	1	箬
[4150]	4	欸
[4151]	1	昊
[4152]	1	愉
[4153]	1	醵
[4154]	1	坭
[4155]	1	埙
[4156]	1	篪
[4157]	1	搦
[4158]	3	审
[4159]	4	晃
[4160]	2	踌
[4161]	2	躇
[4162]	1	狯
[4163]	3	奕
[4164]	1	抖
[4165]	1	茭
[4166]	5	嘘
[4167]	2	诲
[4168]	7	屧
[4169]	1	祓
[4170]	1	祟
[4171]	3	魔
[4172]	1	髹
[4173]	2	�
[4174]	1	��
[4175]	1	��
[4176]	1	嫜
[4177]	3	盍
[4178]	1	唼
[4179]	3	喋
[4180]	1	螯
[4181]	1	滪
[4182]	1	忤
[4183]	2	镌
[4184]	2	祐
[4185]	1	型
[4186]	1	泯
[4187]	1	翊
[4188]	2	竖
[4189]	1	楥
[4190]	4	艮
[4191]	3	监
[4192]	2	畎
[4193]	2	惓
[4194]	2	蝎
[4195]	1	棼
[4196]	1	撤
[4197]	1	罘
[4198]	1	罳
[4199]	3	邸
[4200]	1	剨
[4201]	3	懊
[4202]	1	汛
[4203]	7	飏
[4204]	3	葑
[4205]	1	祁
[4206]	1	�
[4207]	1	��
[4208]	3	崩
[4209]	1	墐
[4210]	6	伶
[4211]	5	踟
[4212]	5	蹰
[4213]	4	迤
[4214]	2	逦
[4215]	4	迫
[4216]	1	撄
[4217]	3	鞠
[4218]	3	奋
[4219]	2	阒
[4220]	1	獐
[4221]	3	谣
[4222]	1	涡
[4223]	1	蒜
[4224]	1	�
[4225]	1	��
[4226]	1	��
[4227]	1	殉
[4228]	1	址
[4229]	3	堠
[4230]	1	涘
[4231]	2	溧
[4232]	3	镳
[4233]	1	坻
[4234]	2	迩
[4235]	1	蹒
[4236]	1	跚
[4237]	3	拚
[4238]	2	棚
[4239]	1	浍
[4240]	1	眚
[4241]	1	亵
[4242]	2	茹
[4243]	6	燄
[4244]	1	莘
[4245]	1	磁
[4246]	1	荜
[4247]	2	彦
[4248]	3	秫
[4249]	1	噱
[4250]	1	俛
[4251]	1	泷
[4252]	2	裕
[4253]	2	甸
[4254]	2	逶
[4255]	3	绨
[4256]	2	娴
[4257]	2	氐
[4258]	1	伟
[4259]	1	酽
[4260]	1	镢
[4261]	1	裋
[4262]	1	蒯
[4263]	2	缑
[4264]	2	湜
[4265]	1	贰
[4266]	1	矿
[4267]	3	筛
[4268]	1	粞
[4269]	1	赪
[4270]	2	楝
[4271]	4	邵
[4272]	1	圮
[4273]	1	踠
[4274]	1	鹙
[4275]	1	殆
[4276]	2	绶
[4277]	3	坰
[4278]	1	伋
[4279]	1	罫
[4280]	3	觌
[4281]	1	�
[4282]	1	��
[4283]	2	��
[4284]	2	嫱
[4285]	1	帼
[4286]	7	屑
[4287]	1	��
[4288]	5	诀
[4289]	1	纑
[4290]	3	咎
[4291]	1	綮
[4292]	3	罕
[4293]	1	��
[4294]	1	��
[4295]	1	敧
[4296]	1	诟
[4297]	2	饴
[4298]	2	龉
[4299]	3	鹘
[4300]	2	摄
[4301]	2	枢
[4302]	3	芍
[4303]	1	迭
[4304]	5	熨
[4305]	1	獾
[4306]	3	燋
[4307]	2	琚
[4308]	1	谴
[4309]	2	琉
[4310]	2	䴥
[4311]	4	壳
[4312]	1	邠
[4313]	1	荞
[4314]	1	赭
[4315]	1	戌
[4316]	1	愎
[4317]	2	渰
[4318]	1	劣
[4319]	1	吻
[4320]	4	卸
[4321]	3	锅
[4322]	2	荪
[4323]	4	沄
[4324]	4	蜚
[4325]	1	厄
[4326]	1	雰
[4327]	1	玭
[4328]	3	喘
[4329]	1	揄
[4330]	1	缲
[4331]	6	拆
[4332]	1	剿
[4333]	2	鵙
[4334]	1	陛
[4335]	1	躲
[4336]	1	螀
[4337]	5	羃
[4338]	2	瓒
[4339]	1	楮
[4340]	1	嗫
[4341]	1	嚅
[4342]	1	�
[4343]	1	��
[4344]	1	��
[4345]	4	眈
[4346]	1	劬
[4347]	2	糊
[4348]	1	澧
[4349]	2	淤
[4350]	3	绀
[4351]	1	骫
[4352]	1	骳
